iter	Passed	Remaining
1631	112056	25267
1632	112889	25370
1633	113074	25327
1634	113443	25325
1635	113901	25342
1636	114230	25330
1637	114538	25313
1638	114856	25297
1639	115155	25278
1640	115364	25238
1641	115684	25222
1642	115938	25191
1643	116352	25195
1644	116566	25155
1645	116768	25113
1646	117102	25098
1647	117427	25081
1648	117864	25088
1649	118133	25058
1650	118626	25076
1651	118834	25032
1652	119167	25015
1653	119491	24996
1654	119823	24978
1655	120036	24935
1656	120377	24918
1657	120741	24905
1658	121089	24889
1659	121289	24842
1660	121636	24825
1661	121966	24804
1662	122332	24790
1663	122559	24747
1664	122913	24730
1665	125045	25069
1666	125607	25091
1667	127531	25384
1668	128695	25523
1669	129403	25570
1670	129834	25562
1671	130241	25549
1672	130534	25513
1673	130770	25466
1674	130844	25387
1675	130889	25303
1676	130935	25218
1677	130978	25134
1678	131018	25048
1679	131061	24964
1680	131095	24877
1681	131133	24792
1682	131179	24708
1683	131219	24623
1684	131260	24538
1685	131297	24452
1686	131330	24366
1687	131368	24281
1688	131398	24194
1689	131428	24108
1690	131454	24021
1691	131481	23933
1692	131506	23846
1693	131532	23759
1694	131557	23672
1695	131581	23585
1696	131606	23498
1697	131632	23411
1698	131655	23324
1699	131678	23237
1700	131702	23150
1701	131725	23063
1702	131745	22976
1703	131770	22889
1704	131792	22802
1705	131814	22715
1706	131836	22629
1707	131860	22542
1708	131883	22456
1709	131905	22369
1710	131934	22284
1711	131959	22198
1712	131985	22113
1713	132015	22028
1714	132038	21942
1715	132063	21856
1716	132088	21771
1717	132112	21685
1718	132139	21600
1719	132162	21514
1720	132185	21429
1721	132206	21343
1722	132229	21257
1723	132251	21172
1724	132273	21087
1725	132293	21001
1726	132312	20915
1727	132335	20830
1728	132354	20745
1729	132376	20659
1730	132398	20574
1731	132419	20489
1732	132441	20404
1733	132463	20320
1734	132484	20235
1735	132504	20150
1736	132524	20065
1737	132546	19981
1738	132567	19896
1739	132589	19812
1740	132609	19727
1741	132630	19643
1742	132651	19559
1743	132672	19474
1744	132693	19390
1745	132712	19306
1746	132734	19222
1747	132756	19138
1748	132778	19055
1749	132799	18971
1750	132820	18887
1751	132841	18803
1752	132862	18720
1753	132883	18637
1754	132906	18553
1755	132927	18470
1756	132955	18388
1757	132980	18305
1758	133005	18223
1759	133029	18140
1760	133056	18058
1761	133082	17975
1762	133106	17893
1763	133129	17810
1764	133150	17728
1765	133172	17645
1766	133193	17563
1767	133217	17481
1768	133239	17398
1769	133264	17316
1770	133287	17234
1771	133311	17152
1772	133334	17070
1773	133368	16990
1774	133399	16909
1775	133423	16828
1776	133449	16746
1777	133473	16665
1778	133497	16584
1779	133519	16502
1780	133540	16420
1781	133561	16339
1782	133589	16258
1783	133616	16177
1784	133645	16097
1785	133671	16016
1786	133694	15935
1787	133721	15855
1788	133746	15774
1789	133771	15693
1790	133800	15613
1791	133825	15533
1792	133849	15452
1793	133869	15371
1794	133891	15291
1795	133912	15210
1796	133933	15129
1797	133956	15049
1798	133977	14969
1799	133999	14888
1800	134020	14808
1801	134041	14728
1802	134063	14648
1803	134082	14567
1804	134103	14487
1805	134126	14407
1806	134147	14327
1807	134169	14248
1808	134190	14168
1809	134211	14088
1810	134233	14008
1811	134258	13929
1812	134281	13850
1813	134306	13771
1814	134333	13692
1815	134356	13613
1816	134379	13534
1817	134400	13454
1818	134421	13375
1819	134442	13296
1820	134462	13217
1821	134482	13138
1822	134503	13059
1823	134523	12980
1824	134545	12901
1825	134565	12822
1826	134586	12744
1827	134606	12665
1828	134626	12586
1829	134648	12508
1830	134668	12429
1831	134690	12351
1832	134711	12273
1833	134733	12195
1834	134753	12116
1835	134774	12038
1836	134795	11960
1837	134816	11882
1838	134836	11804
1839	134858	11726
1840	134879	11649
1841	134899	11571
1842	134919	11493
1843	134939	11415
1844	134960	11338
1845	134980	11260
1846	135000	11183
1847	135022	11105
1848	135044	11028
1849	135066	10951
1850	135085	10873
1851	135106	10796
1852	135128	10719
1853	135149	10642
1854	135170	10565
1855	135192	10489
1856	135214	10412
1857	135233	10335
1858	135256	10258
1859	135278	10182
1860	135301	10105
1861	135323	10029
1862	135346	9952
1863	135369	9876
1864	135400	9801
1865	135426	9725
1866	135449	9649
1867	135471	9572
1868	135492	9496
1869	135512	9420
1870	135532	9344
1871	135551	9268
1872	135571	9192
1873	135591	9116
1874	135613	9040
1875	135640	8965
1876	135660	8889
1877	135680	8814
1878	135703	8738
1879	135725	8663
1880	135744	8587
1881	135764	8512
1882	135785	8437
1883	135806	8361
1884	135827	8286
1885	135849	8211
1886	135869	8136
1887	135890	8061
1888	135910	7986
1889	135932	7911
1890	135954	7836
1891	135975	7761
1892	135995	7687
1893	136015	7612
1894	136036	7537
1895	136055	7462
1896	136075	7388
1897	136097	7314
1898	136118	7239
1899	136140	7165
1900	136159	7090
1901	136181	7016
1902	136201	6942
1903	136220	6868
1904	136241	6794
1905	136260	6720
1906	136280	6646
1907	136302	6572
1908	136322	6498
1909	136341	6424
1910	136361	6350
1911	136380	6276
1912	136400	6203
1913	136427	6129
1914	136449	6056
1915	136475	5983
1916	136501	5910
1917	136524	5836
1918	136545	5763
1919	136566	5690
1920	136587	5617
1921	136606	5543
1922	136625	5470
1923	136644	5397
1924	136663	5324
1925	136684	5251
1926	136707	5178
1927	136726	5105
1928	136762	5033
1929	136796	4961
1930	136830	4889
1931	136860	4817
1932	136881	4744
1933	136902	4671
1934	136922	4599
1935	136942	4527
1936	136961	4454
1937	136980	4382
1938	137001	4310
1939	137021	4237
1940	137041	4165
1941	137060	4093
1942	137079	4021
1943	137099	3949
1944	137118	3877
1945	137137	3805
1946	137157	3733
1947	137176	3661
1948	137195	3590
1949	137215	3518
1950	137234	3446
1951	137254	3375
1952	137274	3303
1953	137294	3232
1954	137314	3160
1955	137335	3089
1956	137354	3018
1957	137374	2946
1958	137396	2875
1959	137419	2804
1960	137440	2733
1961	137462	2662
1962	137484	2591
1963	137509	2520
1964	137532	2449
1965	137554	2378
1966	137574	2308
1967	137593	2237
1968	137613	2166
1969	137633	2095
1970	137653	2025
1971	137672	1954
1972	137693	1884
1973	137712	1813
1974	137734	1743
1975	137754	1673
1976	137773	1602
1977	137793	1532
1978	137812	1462
1979	137834	1392
1980	137853	1322
1981	137874	1252
1982	137894	1182
1983	137914	1112
1984	137934	1042
1985	137954	972
1986	137975	902
1987	137994	832
1988	138014	763
1989	138034	693
1990	138055	624
1991	138075	554
1992	138108	485
1993	138138	415
1994	138159	346
1995	138179	276
1996	138201	207
1997	138224	138
1998	138249	69
1999	138270	0
