iter	RMSE
539	2.214090179
540	2.212395294
541	2.210043648
542	2.203159362
543	2.199810687
544	2.19587197
545	2.189696766
546	2.185451306
547	2.183524155
548	2.177174108
549	2.176014241
550	2.173495639
551	2.170349044
552	2.169800862
553	2.166152528
554	2.162620534
555	2.158743252
556	2.153650934
557	2.15135846
558	2.146882451
559	2.142634331
560	2.14027288
561	2.134970164
562	2.132136529
563	2.128647063
564	2.123671874
565	2.120415566
566	2.120006271
567	2.117339859
568	2.111634958
569	2.108698881
570	2.104327193
571	2.099732561
572	2.095126386
573	2.094809146
574	2.09323662
575	2.090526472
576	2.088288823
577	2.085686386
578	2.080170665
579	2.079806156
580	2.074783459
581	2.070994223
582	2.06474504
583	2.062068589
584	2.056377158
585	2.052017666
586	2.047491156
587	2.043763924
588	2.039698315
589	2.037005853
590	2.033024217
591	2.032515933
592	2.029697271
593	2.026362585
594	2.023946955
595	2.023397557
596	2.018664853
597	2.014356243
598	2.011778309
599	2.007603965
600	2.002778884
601	1.996565943
602	1.993890277
603	1.989647244
604	1.985713682
605	1.982370681
606	1.978818738
607	1.97448718
608	1.970420049
609	1.966393993
610	1.963461098
611	1.958383657
612	1.956241651
613	1.950366061
614	1.948087339
615	1.946466129
616	1.943279344
617	1.940532676
618	1.938862746
619	1.936007289
620	1.933378154
621	1.930919971
622	1.926939797
623	1.922675222
624	1.919508635
625	1.915298088
626	1.911356945
627	1.906488274
628	1.904615384
629	1.90131964
630	1.897344606
631	1.895175898
632	1.892373982
633	1.88814778
634	1.88643014
635	1.882270712
636	1.880009348
637	1.877235298
638	1.873913518
639	1.871610483
640	1.868588886
641	1.864008555
642	1.862214042
643	1.858806902
644	1.855452643
645	1.851990735
646	1.850923871
647	1.846402028
648	1.842638168
649	1.83980989
650	1.836300016
651	1.834074376
652	1.830492691
653	1.827039813
654	1.824641474
655	1.821914147
656	1.819891042
657	1.81641855
658	1.814028677
659	1.811751918
660	1.807310892
661	1.804789601
662	1.80209259
663	1.799927166
664	1.797891939
665	1.793946894
666	1.790524149
667	1.787346807
668	1.783452028
669	1.781997777
670	1.779445648
671	1.773398578
672	1.771697351
673	1.767775612
674	1.76502335
675	1.761183819
676	1.756870988
677	1.753422153
678	1.750978325
679	1.749187605
680	1.746582464
681	1.743755618
682	1.741258596
683	1.738544904
684	1.736466584
685	1.734312852
686	1.732458935
687	1.729121236
688	1.725847509
689	1.72274422
690	1.719027603
691	1.715859005
692	1.713724715
693	1.710140014
694	1.707588807
695	1.706370317
696	1.706143311
697	1.704741304
698	1.702067814
699	1.698711964
700	1.697470838
701	1.695106345
702	1.693197543
703	1.691217856
704	1.689044814
705	1.686978332
706	1.683356803
707	1.679964608
708	1.676195189
709	1.673205935
710	1.670087295
711	1.667462568
712	1.664629537
713	1.662946535
714	1.662747769
715	1.65972479
716	1.657951903
717	1.655203348
718	1.655003615
719	1.653595805
720	1.650829464
721	1.647668034
722	1.645210313
723	1.641752743
724	1.638006758
725	1.636452781
726	1.634957601
727	1.634694982
728	1.634506741
729	1.63074902
730	1.628507568
731	1.627198616
732	1.623802568
733	1.622014752
734	1.619548791
735	1.616381378
736	1.616192915
737	1.614456577
738	1.612715425
739	1.611998974
740	1.610690556
741	1.607896055
742	1.607689805
743	1.605112487
744	1.603119455
745	1.600845867
746	1.597576169
747	1.595859672
748	1.59298355
749	1.590154345
750	1.587122713
751	1.585623889
752	1.585448247
753	1.583343709
754	1.580597481
755	1.578299417
756	1.575733268
757	1.573381052
758	1.570745953
759	1.568007563
760	1.5674833
761	1.56468635
762	1.561022294
763	1.560854607
764	1.557728141
765	1.555895582
766	1.553014832
767	1.551560261
768	1.549077702
769	1.54788401
770	1.546464592
771	1.544146073
772	1.541923034
773	1.540492333
774	1.537171294
775	1.535482237
776	1.533663296
777	1.533471531
778	1.531715597
779	1.531557575
780	1.528720171
781	1.525139086
782	1.523322979
783	1.521751108
784	1.519029686
785	1.51888144
786	1.516975992
787	1.514484218
788	1.512079346
789	1.510774742
790	1.508994687
791	1.507625502
792	1.506000963
793	1.504229063
794	1.502844164
795	1.500163197
796	1.498851582
797	1.497614602
798	1.495734409
799	1.492639864
800	1.490872796
801	1.489049558
802	1.486958557
803	1.484272261
804	1.481009292
805	1.478250081
806	1.477018995
807	1.475001793
808	1.47485206
809	1.472116916
810	1.470444038
811	1.467223168
812	1.467076673
813	1.466007563
814	1.462416462
815	1.461390359
816	1.460329019
817	1.458441871
818	1.455554866
819	1.453064192
820	1.45195937
821	1.450059896
822	1.447953906
823	1.445868584
824	1.443845472
825	1.442463563
826	1.441036059
827	1.439021095
828	1.437622355
829	1.437411974
830	1.435381763
831	1.433396538
832	1.432000521
833	1.430139038
834	1.42743265
835	1.425796576
836	1.423014379
837	1.421046116
838	1.418561116
839	1.416343843
840	1.41461824
841	1.413514808
842	1.409964162
843	1.408008208
844	1.405650747
845	1.402904223
846	1.402711058
847	1.401143899
848	1.399679208
849	1.396626344
850	1.394065727
851	1.392022532
852	1.390531962
853	1.389141271
854	1.386763294
855	1.384366097
856	1.383703486
857	1.381462649
858	1.380065204
859	1.377446065
860	1.375468724
861	1.373773222
862	1.3714434
863	1.369364475
864	1.366397922
865	1.364071924
866	1.36232513
867	1.361062466
868	1.358296903
869	1.356073617
870	1.354470347
871	1.351996243
872	1.350251043
873	1.348828734
874	1.347565829
875	1.346122353
876	1.343262397
877	1.341223489
878	1.33962691
879	1.33704985
880	1.335354513
881	1.333427124
882	1.331676622
883	1.330684655
884	1.328281379
885	1.328160127
886	1.32670268
887	1.324061417
888	1.323098675
889	1.320861843
890	1.319927814
891	1.318859849
892	1.317981866
893	1.316359784
894	1.31502382
895	1.313975219
896	1.310713044
897	1.309931729
898	1.308354368
899	1.305605823
900	1.303437061
901	1.301620492
902	1.300099866
903	1.299133726
904	1.297123436
905	1.294288222
906	1.291673746
907	1.289915461
908	1.288452805
909	1.286228567
910	1.283917732
911	1.282098423
912	1.280689228
913	1.278214963
914	1.276617411
915	1.274296645
916	1.272334634
917	1.270695459
918	1.269666846
919	1.267829243
920	1.265504964
921	1.264325518
922	1.262283202
923	1.26119203
924	1.258739427
925	1.257060484
926	1.254830379
927	1.253583536
928	1.252534896
929	1.251488778
930	1.250827441
931	1.249948447
932	1.248679859
933	1.246826228
934	1.246245881
935	1.243892366
936	1.2425985
937	1.240439001
938	1.239152605
939	1.237119526
940	1.234912532
941	1.233190043
942	1.231410388
943	1.230485934
944	1.22942005
945	1.229196479
946	1.228466431
947	1.226992668
948	1.225349013
949	1.223336615
950	1.221872687
951	1.220653435
952	1.21896919
953	1.218109149
954	1.216695898
955	1.21483666
956	1.212541009
957	1.210556162
958	1.20839803
959	1.207321032
960	1.204978562
961	1.202313159
962	1.201204277
963	1.200086294
964	1.198006466
965	1.195726456
966	1.195030976
967	1.193589567
968	1.191010364
969	1.188626868
970	1.188211772
971	1.187926406
972	1.187738011
973	1.185258095
974	1.18285823
975	1.181474776
976	1.180254405
977	1.178483514
978	1.177002298
979	1.175775924
980	1.17398375
981	1.172824562
982	1.171165414
983	1.170004866
984	1.167786877
985	1.166147796
986	1.164986019
987	1.163812454
988	1.161889316
989	1.159786794
990	1.159686689
991	1.158235267
992	1.157118055
993	1.155517561
994	1.154450276
995	1.153568831
996	1.152111087
997	1.151992547
998	1.15028449
999	1.149047081
1000	1.147977557
1001	1.146771415
1002	1.145110022
1003	1.14290566
1004	1.1410616
1005	1.140852143
1006	1.139581324
1007	1.13758539
1008	1.135997898
1009	1.134082383
1010	1.132262783
1011	1.13105989
1012	1.130094631
1013	1.128046925
1014	1.127608651
1015	1.125968208
1016	1.124608774
1017	1.122944085
1018	1.121632242
1019	1.11936242
1020	1.118073829
1021	1.116262233
1022	1.114519664
1023	1.113354863
1024	1.113212623
1025	1.111597716
1026	1.110516808
1027	1.11035628
1028	1.10855304
1029	1.106504284
1030	1.106326417
1031	1.104944844
1032	1.103530215
1033	1.101948946
1034	1.10065829
1035	1.099785492
1036	1.098913432
1037	1.097810016
1038	1.097498909
1039	1.096256933
1040	1.094309199
1041	1.092648375
1042	1.091033986
1043	1.0895161
1044	1.087276164
1045	1.085634101
1046	1.083723769
1047	1.082982929
1048	1.081553727
1049	1.080444811
1050	1.079407399
1051	1.078279664
1052	1.077024535
1053	1.07612169
1054	1.075995334
1055	1.074090882
1056	1.072101465
1057	1.071184563
1058	1.070070446
1059	1.069384143
1060	1.068544299
1061	1.067358734
1062	1.066534461
1063	1.065941384
1064	1.064488401
1065	1.062917594
1066	1.061035747
1067	1.060005567
1068	1.05985282
1069	1.057642008
1070	1.05581093
1071	1.054654836
1072	1.052986458
1073	1.051596599
1074	1.050618747
1075	1.049497251
1076	1.048063314
1077	1.047099353
1078	1.046051639
1079	1.044297846
1080	1.042601247
1081	1.040953939
1082	1.039500799
1083	1.039389569
1084	1.03927432
1085	1.037598272
1086	1.036361818
1087	1.035230117
1088	1.034166807
1089	1.033278303
1090	1.033191821
1091	1.032280073
1092	1.031126806
1093	1.030180265
1094	1.028810948
1095	1.02739965
1096	1.026110639
1097	1.02600814
1098	1.024816487
1099	1.023337437
1100	1.022442293
1101	1.020607579
1102	1.019251162
1103	1.018066404
1104	1.016125958
1105	1.014440449
1106	1.012307813
1107	1.012198676
1108	1.011228915
1109	1.01048648
1110	1.010264334
1111	1.00849309
1112	1.008190111
1113	1.007408602
1114	1.006045879
1115	1.004447285
1116	1.002578595
1117	1.00067415
1118	0.9995394402
1119	0.9979073852
1120	0.9976346545
1121	0.9961761507
1122	0.9944823805
1123	0.9927549069
1124	0.9917566946
1125	0.9907576046
1126	0.9893525049
1127	0.98924335
1128	0.9885735859
1129	0.9868892126
1130	0.9857855454
1131	0.9840965774
1132	0.9833582954
1133	0.9824620253
1134	0.9813787416
1135	0.9798617929
1136	0.979213743
1137	0.9774132038
1138	0.9761799801
1139	0.9744411518
1140	0.973571387
1141	0.9721374863
1142	0.9709802271
1143	0.969800689
1144	0.9689862374
1145	0.9679321544
1146	0.9677976102
1147	0.9665585241
1148	0.9653804697
1149	0.9637406499
1150	0.9622425729
1151	0.9614677186
1152	0.9602549212
1153	0.9592057087
1154	0.9576589622
1155	0.9566458574
1156	0.9558708655
1157	0.9555056859
1158	0.9540007692
1159	0.9526590963
1160	0.9517401568
1161	0.949980099
1162	0.9487156386
1163	0.9474419412
1164	0.9460800924
1165	0.945222073
1166	0.9436462624
1167	0.9429683218
1168	0.9425326261
1169	0.9411951664
1170	0.93983544
1171	0.9392182185
1172	0.9376934392
1173	0.9366937114
1174	0.935046206
1175	0.9340872553
1176	0.9326740226
1177	0.9308257053
1178	0.9297293153
1179	0.9289461944
1180	0.9282652096
1181	0.9266203115
1182	0.9253489103
1183	0.925243936
1184	0.9243170103
1185	0.9229734927
1186	0.921587845
1187	0.9207353316
1188	0.9193188501
1189	0.917960729
1190	0.9173118166
1191	0.9163247478
1192	0.9154287091
1193	0.9139511988
1194	0.9132041915
1195	0.9117481157
1196	0.9109246228
1197	0.910460077
1198	0.9093524236
1199	0.9083238488
1200	0.9072939536
1201	0.9068308925
1202	0.9054373687
1203	0.9046051158
1204	0.9030471229
1205	0.901803525
1206	0.9017071258
1207	0.9008253913
1208	0.9002667156
1209	0.8995752752
1210	0.8988837625
1211	0.8973708115
1212	0.8965705269
1213	0.8960130797
1214	0.8946403906
1215	0.8933452292
1216	0.8931357331
1217	0.8923053319
1218	0.8911369777
1219	0.8898539429
1220	0.8889352812
1221	0.8875735445
1222	0.886004057
1223	0.8853128745
1224	0.8839494726
1225	0.8828333837
1226	0.8810807065
1227	0.8803345358
1228	0.8795883498
1229	0.8793186838
1230	0.8778435363
1231	0.8772838014
1232	0.8763171323
1233	0.8756720702
1234	0.8742853243
1235	0.8732114071
1236	0.8723473032
1237	0.871581839
1238	0.8701155317
1239	0.8691440854
1240	0.8685336867
1241	0.8671534023
1242	0.8658875608
1243	0.8649638158
1244	0.8643916866
1245	0.8632463665
1246	0.8622955955
1247	0.8614959469
1248	0.8603180643
1249	0.8595380835
1250	0.8582263035
1251	0.857967874
1252	0.8574276332
1253	0.8567380002
1254	0.8554535298
1255	0.8549016943
1256	0.8542679172
1257	0.8529097055
1258	0.8515123657
1259	0.8505787072
1260	0.8496133883
1261	0.8487414963
1262	0.8481757131
1263	0.8467191813
1264	0.8455902968
1265	0.8449133364
1266	0.8440126178
1267	0.8426203359
1268	0.8414285979
1269	0.8399855951
1270	0.8389951147
1271	0.8383081991
1272	0.8371096353
1273	0.8364763295
1274	0.8356753161
1275	0.8340477563
1276	0.8329050433
1277	0.831887003
1278	0.8308406268
1279	0.8293552612
1280	0.8281126751
1281	0.827689812
1282	0.8264352415
1283	0.8258302747
1284	0.8250435335
1285	0.8244033386
1286	0.8231782817
1287	0.8224142423
1288	0.8216516567
1289	0.820367141
1290	0.8193702334
1291	0.8183702532
1292	0.8175150674
1293	0.8162632653
1294	0.8152820877
1295	0.8140358649
1296	0.8130425163
1297	0.8123663653
1298	0.8115169966
1299	0.8114213096
1300	0.8102916772
1301	0.8094700793
1302	0.8086005658
1303	0.8075909122
1304	0.8069313529
1305	0.8059374414
1306	0.8053389228
1307	0.8041313519
1308	0.8026271594
1309	0.8013625271
1310	0.80124813
1311	0.800678439
1312	0.8006042252
1313	0.7991088854
1314	0.7990264983
1315	0.7983012348
1316	0.7974710508
1317	0.7968514075
1318	0.7956355189
1319	0.7947281112
1320	0.7934217069
1321	0.7926385539
1322	0.7913834143
1323	0.7906495468
1324	0.7901657595
1325	0.7887703531
1326	0.7879599366
1327	0.7875972807
1328	0.786513383
1329	0.7864033238
1330	0.7851199131
1331	0.7840775431
1332	0.7836200212
1333	0.7825595067
1334	0.782506698
1335	0.7824295332
1336	0.7823634192
1337	0.7818776726
1338	0.781408908
1339	0.7802135568
1340	0.7794683831
1341	0.7793980659
1342	0.7780282276
1343	0.7769360579
1344	0.7764196025
1345	0.775551554
1346	0.774661323
1347	0.7734959663
1348	0.7725097843
1349	0.7717879044
1350	0.7713662727
1351	0.7698322345
1352	0.7690790983
1353	0.7677224016
1354	0.7664767388
1355	0.7652952764
1356	0.7642171565
1357	0.7631931062
1358	0.7619338927
1359	0.7609116791
1360	0.7602581351
1361	0.7592966991
1362	0.7584308843
1363	0.7575330402
1364	0.7567492274
1365	0.7557238878
1366	0.7552786863
1367	0.7540802218
1368	0.7533109169
1369	0.7527635994
1370	0.7519159148
1371	0.7511947589
1372	0.7505059754
1373	0.7497914337
1374	0.7496097258
1375	0.7488344358
1376	0.7476385492
1377	0.7467250867
1378	0.7458155956
1379	0.7444064965
1380	0.744256104
1381	0.7436721741
1382	0.7423464594
1383	0.7413443161
1384	0.7403656544
1385	0.7392373978
1386	0.7378410513
1387	0.7367538765
1388	0.7355363657
1389	0.7346209934
1390	0.7345637394
1391	0.7339675957
1392	0.7332510852
1393	0.7329879173
1394	0.732498474
1395	0.7317610418
1396	0.73113752
1397	0.7303734819
1398	0.7297815088
1399	0.7293310685
1400	0.7287409269
1401	0.7281578851
1402	0.7275543985
1403	0.7274575631
1404	0.7264481126
1405	0.7257068985
1406	0.7245506272
1407	0.7236930333
1408	0.722945713
1409	0.7222708446
1410	0.7216362062
1411	0.7206667613
1412	0.7203105121
1413	0.7198281677
1414	0.7185341722
1415	0.7181211924
1416	0.7173909396
1417	0.7166983423
1418	0.7166146208
1419	0.7157725952
1420	0.7147609717
1421	0.7139884854
1422	0.7132078699
1423	0.712255606
1424	0.7112218623
1425	0.7103379884
1426	0.7095244199
1427	0.7090256035
1428	0.7078540667
1429	0.7069741963
1430	0.7063112868
1431	0.7052380474
1432	0.7040787052
1433	0.7030431917
1434	0.702054951
1435	0.7013881902
1436	0.7009339991
1437	0.6998943637
1438	0.6988539126
1439	0.6983748222
1440	0.6974105679
1441	0.6968669402
1442	0.6957799083
1443	0.6947334569
1444	0.6935521175
1445	0.6928233091
1446	0.691653963
1447	0.6912793753
1448	0.6906646932
1449	0.6899497439
1450	0.6892494102
1451	0.6888413778
1452	0.6883406335
1453	0.6876941036
1454	0.687112449
1455	0.6860527319
1456	0.685998844
1457	0.6853417687
1458	0.6845576066
1459	0.6837404702
1460	0.6836536424
1461	0.6824404914
1462	0.6821613969
1463	0.6815195792
1464	0.6814661773
1465	0.6811873876
1466	0.6804002015
1467	0.6803307923
1468	0.6794083634
1469	0.6783430464
1470	0.6777241298
1471	0.6767834089
1472	0.6763522897
1473	0.6761106688
1474	0.6751076018
1475	0.6741707159
1476	0.6738366012
1477	0.6731501187
1478	0.6719054987
1479	0.6718495255
1480	0.6710626872
1481	0.6703520326
1482	0.669615806
1483	0.6689800364
1484	0.667803595
1485	0.667352112
1486	0.6667184906
1487	0.6659695087
1488	0.6652663314
1489	0.6639796446
1490	0.6630476923
1491	0.6624998875
1492	0.661762791
1493	0.6606899161
1494	0.6599401597
1495	0.6591667955
1496	0.6583829921
1497	0.6575294919
1498	0.6569181612
1499	0.6561510255
1500	0.6552891379
1501	0.654702859
1502	0.6536751109
1503	0.6531187419
1504	0.6526038606
1505	0.6522963815
1506	0.6518613719
1507	0.651304197
1508	0.6503454423
1509	0.6492344936
1510	0.6481975482
1511	0.647590282
1512	0.6469173396
1513	0.6457488769
1514	0.6447910914
1515	0.6436727077
1516	0.6428631319
1517	0.642035624
1518	0.6409607285
1519	0.6405191312
1520	0.6402058426
1521	0.6397893709
1522	0.6394287013
1523	0.6392025003
1524	0.6388101666
1525	0.6380847447
1526	0.6371148566
1527	0.6362600084
1528	0.6355467289
1529	0.6348420861
1530	0.6343980555
1531	0.6332587132
1532	0.6325505877
1533	0.6317585694
1534	0.6310924389
1535	0.6305903303
1536	0.6303547719
1537	0.6296063688
1538	0.6290784727
1539	0.6279051381
1540	0.627474418
1541	0.6270250055
1542	0.6261946957
1543	0.6258949128
1544	0.6255646076
1545	0.6250798714
1546	0.6242628857
1547	0.6233884264
1548	0.6227586054
1549	0.6222399018
1550	0.6219469655
1551	0.6210590668
1552	0.6203954204
1553	0.6201324137
1554	0.6195949031
1555	0.6186673243
1556	0.6178905784
1557	0.6174442011
1558	0.6166119784
1559	0.6160748042
1560	0.6151666529
1561	0.6147051706
1562	0.6143275141
1563	0.6135342965
1564	0.6126922821
1565	0.6124250764
1566	0.6121930803
1567	0.611227683
1568	0.6105472247
1569	0.6096027715
1570	0.6091425338
1571	0.6088706718
1572	0.6080869651
1573	0.6075472083
1574	0.6069151287
1575	0.6065482984
1576	0.605946159
1577	0.6049776142
1578	0.6041173485
1579	0.6031423671
1580	0.6024644807
1581	0.602211756
1582	0.6015402029
1583	0.6009609818
1584	0.6006982955
1585	0.6002499356
1586	0.5995960081
1587	0.5989400751
1588	0.598253431
1589	0.5977751925
1590	0.5969912145
1591	0.5961287535
1592	0.5957102136
1593	0.5947972803
1594	0.5944801914
1595	0.5939093464
1596	0.5929760138
1597	0.5926432322
1598	0.5922053584
1599	0.5918971121
1600	0.5911536534
1601	0.5910152982
1602	0.5903303304
1603	0.5900092688
1604	0.5893974585
1605	0.5886303471
1606	0.5880571548
1607	0.5873752025
1608	0.5868676067
1609	0.5860806965
1610	0.5852717775
1611	0.5847078201
1612	0.584034218
1613	0.5831697455
1614	0.5829087851
