iter	RMSE
1615	0.5819912578
1616	0.5812619858
1617	0.5804728025
1618	0.5800005866
1619	0.5795578408
1620	0.5791041261
1621	0.5786226969
1622	0.5776534238
1623	0.5773126675
1624	0.5770117434
1625	0.5764651264
1626	0.5757095253
1627	0.5749203251
1628	0.5745276071
1629	0.5738052576
1630	0.573087761
1631	0.5723307554
1632	0.5718680337
1633	0.5712494424
1634	0.5704722587
1635	0.5697842102
1636	0.5690389723
1637	0.5683810615
1638	0.5677353174
1639	0.5668419095
1640	0.5667523582
1641	0.5661809761
1642	0.566003398
1643	0.5651570037
1644	0.5643316447
1645	0.5641947241
1646	0.5635596621
1647	0.5629291646
1648	0.5624951243
1649	0.5620382408
1650	0.5612690115
1651	0.5608217899
1652	0.5603580925
1653	0.5597696405
1654	0.5589433025
1655	0.558492021
1656	0.5577116253
1657	0.5572224675
1658	0.5568711655
1659	0.5559693922
1660	0.5554173939
1661	0.5553568622
1662	0.5551918931
1663	0.5548531576
1664	0.5539803693
1665	0.5531009637
1666	0.5527370041
1667	0.5519242316
1668	0.5512363731
1669	0.551188886
1670	0.5506289145
1671	0.5497098713
1672	0.5492285917
1673	0.5488727047
1674	0.54818835
1675	0.5477766389
1676	0.547508415
1677	0.5471027469
1678	0.5470543016
1679	0.5464639179
1680	0.5456939097
1681	0.544965614
1682	0.5442852385
1683	0.5435373317
1684	0.5432650476
1685	0.5430308546
1686	0.5427020507
1687	0.5425950755
1688	0.542548442
1689	0.5423526306
1690	0.5419653795
1691	0.5412614967
1692	0.5403519139
1693	0.5400116049
1694	0.53926477
1695	0.5387799193
1696	0.538030395
1697	0.5373695197
1698	0.5366871201
1699	0.5361373884
1700	0.5356542267
1701	0.5348622935
1702	0.5346049711
1703	0.53387711
1704	0.5328937722
1705	0.5321276902
1706	0.5312137667
1707	0.5305672386
1708	0.5301026617
1709	0.5295502878
1710	0.5287666481
1711	0.5279137414
1712	0.5274687759
1713	0.5270322946
1714	0.5266953719
1715	0.526653602
1716	0.5258311527
1717	0.5248954444
1718	0.5242446837
1719	0.5235726116
1720	0.5227673555
1721	0.5222221545
1722	0.5214697725
1723	0.5210472849
1724	0.520232169
1725	0.5197539375
1726	0.5197322357
1727	0.518956732
1728	0.5181688953
1729	0.5175768428
1730	0.517053483
1731	0.5163563464
1732	0.5157738762
1733	0.5152849094
1734	0.5147054162
1735	0.5144792358
1736	0.5140065562
1737	0.513368569
1738	0.5126146267
1739	0.5118999707
1740	0.511683834
1741	0.5111452466
1742	0.5105678211
1743	0.509763918
1744	0.5089861697
1745	0.5083508631
1746	0.5078314696
1747	0.5069818054
1748	0.5066051842
1749	0.5057310266
1750	0.5050756399
1751	0.504620842
1752	0.5040228837
1753	0.5036721126
1754	0.5035777985
1755	0.5032212509
1756	0.5027950634
1757	0.502441668
1758	0.5020314945
1759	0.5017039626
1760	0.5016704238
1761	0.5012880798
1762	0.5006165749
1763	0.5004257055
1764	0.4999695834
1765	0.4993329845
1766	0.4987060452
1767	0.4979046735
1768	0.4977188844
1769	0.4974499003
1770	0.4967904454
1771	0.4963196727
1772	0.4957530025
1773	0.4957048305
1774	0.4955404496
1775	0.4950438118
1776	0.4947547149
1777	0.494637854
1778	0.4942457827
1779	0.4939830517
1780	0.4936796813
1781	0.4932358211
1782	0.4925300349
1783	0.4917886909
1784	0.4916287864
1785	0.4909483728
1786	0.4902749072
1787	0.4897660002
1788	0.4892477068
1789	0.4885460674
1790	0.4883234053
1791	0.4878351939
1792	0.4872426149
1793	0.4866821876
1794	0.4862577884
1795	0.4855516736
1796	0.4849941155
1797	0.484470186
1798	0.4842469788
1799	0.4837805306
1800	0.483291806
1801	0.4827419999
1802	0.4822411684
1803	0.4818205866
1804	0.4811466482
1805	0.4806839116
1806	0.4804036654
1807	0.4800225633
1808	0.4795882138
1809	0.4788768903
1810	0.4782222979
1811	0.4777875291
1812	0.47717614
1813	0.4766386174
1814	0.4760047958
1815	0.4755800586
1816	0.4752359229
1817	0.4751313774
1818	0.4746769276
1819	0.4742088688
1820	0.4737763524
1821	0.4733371583
1822	0.4727778079
1823	0.4722263342
1824	0.4717095201
1825	0.4712846543
1826	0.4709026563
1827	0.4707151714
1828	0.4701088334
1829	0.4698780352
1830	0.4693633593
1831	0.4686674762
1832	0.4679770526
1833	0.4675267217
1834	0.4670666044
1835	0.4665791189
1836	0.4661734921
1837	0.465760656
1838	0.4652450631
1839	0.4645924341
1840	0.4641927328
1841	0.4634772462
1842	0.4632293901
1843	0.4630066667
1844	0.4626260208
1845	0.4619522639
1846	0.4616015097
1847	0.4612320442
1848	0.4606434086
1849	0.4599365491
1850	0.4596202454
1851	0.4591939362
1852	0.4589556722
1853	0.4586171258
1854	0.4585898605
1855	0.4578460057
1856	0.4573713097
1857	0.456684102
1858	0.4560590758
1859	0.4560268996
1860	0.4554575337
1861	0.4549107214
1862	0.4546017725
1863	0.4542436465
1864	0.4539489195
1865	0.4532884369
1866	0.4527085055
1867	0.4522957096
1868	0.4520852621
1869	0.451600434
1870	0.4515646909
1871	0.4513964439
1872	0.4513596953
1873	0.4510970168
1874	0.4506186432
1875	0.4500471216
1876	0.4495793916
1877	0.4490311035
1878	0.4490045069
1879	0.4483078513
1880	0.4480977783
1881	0.4476425374
1882	0.4468334068
1883	0.446659673
1884	0.445802018
1885	0.4452356873
1886	0.4450655934
1887	0.4444660447
1888	0.4442073714
1889	0.4436858248
1890	0.4434067903
1891	0.4426891741
1892	0.442501543
1893	0.4420251305
1894	0.4418980429
1895	0.441615019
1896	0.441269447
1897	0.4408475318
1898	0.4402632878
1899	0.4396634161
1900	0.4390892845
1901	0.4384398165
1902	0.437899085
1903	0.4374160051
1904	0.4370770647
1905	0.4367296317
1906	0.4361570446
1907	0.4356543623
1908	0.43539293
1909	0.4351522357
1910	0.4345696571
1911	0.4342403197
1912	0.433757385
1913	0.4333652221
1914	0.4327313693
1915	0.4324234657
1916	0.4320573555
1917	0.4316388883
1918	0.4313181778
1919	0.4308949531
1920	0.4303599181
1921	0.4300047201
1922	0.4292276855
1923	0.4287588433
1924	0.4281562596
1925	0.4278699353
1926	0.4273331598
1927	0.4266829311
1928	0.4261285322
1929	0.4257288622
1930	0.4253744754
1931	0.425189065
1932	0.4246320487
1933	0.4243104132
1934	0.4238883173
1935	0.4234219972
1936	0.4230383725
1937	0.4226040264
1938	0.4223176602
1939	0.4221889045
1940	0.4216642982
1941	0.421638679
1942	0.421110321
1943	0.4205464995
1944	0.4200963507
1945	0.4195890062
1946	0.4190319722
1947	0.4187691367
1948	0.4184538108
1949	0.4179399009
1950	0.4174629069
1951	0.4169674287
1952	0.416556748
1953	0.4164480801
1954	0.4158515128
1955	0.4153286796
1956	0.4148582396
1957	0.4144798841
1958	0.4139919706
1959	0.4135304983
1960	0.4131026258
1961	0.412666801
1962	0.4124493854
1963	0.4119835634
1964	0.4117449988
1965	0.4113212223
1966	0.4111030982
1967	0.4106906637
1968	0.4104306101
1969	0.4100895329
1970	0.4099382734
1971	0.4094783129
1972	0.4088602983
1973	0.4083151409
1974	0.4079441262
1975	0.407409939
1976	0.4070563087
1977	0.4064952326
1978	0.4063103926
1979	0.4060311137
1980	0.4056071002
1981	0.4051308524
1982	0.4044903432
1983	0.4041512433
1984	0.4039805004
1985	0.4035012788
1986	0.4032483664
1987	0.4027565072
1988	0.402224807
1989	0.4018195716
1990	0.4012367023
1991	0.4008092814
1992	0.4003976119
1993	0.4001345424
1994	0.3998268383
1995	0.3996062153
1996	0.3990462556
1997	0.3986255945
1998	0.3979661458
1999	0.3974990296
